name,price,stock_quantity
Product_25223,893.48,112
Product_25224,100.87,60
Product_25225,608.26,135
Product_25226,502.01,498
Product_25227,623.55,469
Product_25228,219.82,85
Product_25229,768.46,186
Product_25230,442.58,63
Product_25231,815.41,97
Product_25232,312.46,184
Product_25233,524.54,40
Product_25234,520.48,295
Product_25235,774.07,494
Product_25236,682.39,390
Product_25237,184.47,135
Product_25238,802.87,253
Product_25239,348.91,454
Product_25240,180.88,243
Product_25241,533.99,108
Product_25242,599.7,368
Product_25243,855.44,424
Product_25244,557.82,38
Product_25245,628.63,100
Product_25246,645.05,319
Product_25247,613.24,39
Product_25248,148.97,483
Product_25249,238.97,341
Product_25250,328.47,376
Product_25251,394.94,362
Product_25252,367.67,228
Product_25253,38.26,350
Product_25254,304.23,341
Product_25255,870.27,474
Product_25256,972.39,285
Product_25257,996.17,496
Product_25258,171.68,231
Product_25259,454.66,417
Product_25260,796.72,11
Product_25261,405.31,431
Product_25262,780.41,497
Product_25263,759.94,317
Product_25264,995.15,439
Product_25265,564.74,166
Product_25266,919.49,356
Product_25267,93.53,322
Product_25268,965.42,216
Product_25269,238.52,176
Product_25270,627.89,115
Product_25271,883.24,82
Product_25272,721.73,223
Product_25273,369.14,105
Product_25274,634.05,87
Product_25275,377.32,12
Product_25276,576.3,245
Product_25277,368.8,120
Product_25278,853.48,416
Product_25279,193.82,306
Product_25280,902.29,248
Product_25281,814.65,378
Product_25282,946.51,212
Product_25283,532.64,376
Product_25284,936.63,41
Product_25285,567.67,239
Product_25286,782.45,480
Product_25287,545.16,298
Product_25288,856.42,368
Product_25289,511.45,311
Product_25290,874.18,131
Product_25291,388.02,233
Product_25292,851.64,411
Product_25293,556.4,318
Product_25294,603.5,112
Product_25295,723.16,30
Product_25296,490.95,368
Product_25297,763.74,466
Product_25298,680.06,262
Product_25299,307.12,275
Product_25300,15.88,165
Product_25301,799.43,441
Product_25302,119.38,49
Product_25303,718.98,393
Product_25304,892.46,355
Product_25305,769.31,317
Product_25306,982.92,220
Product_25307,38.63,367
Product_25308,961.66,29
Product_25309,884.46,53
Product_25310,79.31,495
Product_25311,843.45,436
Product_25312,170.39,185
Product_25313,739.55,416
Product_25314,174.39,293
Product_25315,186.58,247
Product_25316,405.68,345
Product_25317,960.92,308
Product_25318,280.2,435
Product_25319,238.98,53
Product_25320,256.86,452
Product_25321,428.27,363
Product_25322,361.81,77
Product_25323,965.76,425
Product_25324,943.92,356
Product_25325,603.85,197
Product_25326,961.5,329
Product_25327,973.83,490
Product_25328,283.73,488
Product_25329,755.98,231
Product_25330,780.31,237
Product_25331,536.25,231
Product_25332,685.35,369
Product_25333,881.96,19
Product_25334,738.03,211
Product_25335,382.83,216
Product_25336,999.02,411
Product_25337,131.25,29
Product_25338,800.07,258
Product_25339,433.82,421
Product_25340,121.96,394
Product_25341,131.26,321
Product_25342,67.01,15
Product_25343,134.13,362
Product_25344,861.75,194
Product_25345,959.52,148
Product_25346,661.56,161
Product_25347,790.11,418
Product_25348,606.23,183
Product_25349,84.35,429
Product_25350,92.04,210
Product_25351,225.95,373
Product_25352,805.94,45
Product_25353,904.14,202
Product_25354,575.34,297
Product_25355,803.26,189
Product_25356,785.43,363
Product_25357,503.12,320
Product_25358,590.57,251
Product_25359,476.04,495
Product_25360,478.07,427
Product_25361,154.45,399
Product_25362,826.54,147
Product_25363,515.9,356
Product_25364,386.56,220
Product_25365,100.06,90
Product_25366,667.27,57
Product_25367,263.37,324
Product_25368,31.5,341
Product_25369,365.3,303
Product_25370,837.37,184
Product_25371,655.06,321
Product_25372,285.61,401
Product_25373,257.31,66
Product_25374,345.56,384
Product_25375,269.48,405
Product_25376,148.48,294
Product_25377,718.82,496
Product_25378,340.13,99
Product_25379,494.72,200
Product_25380,410.15,20
Product_25381,156.6,428
Product_25382,882.42,151
Product_25383,148.3,402
Product_25384,48.03,118
Product_25385,590.29,362
Product_25386,970.92,412
Product_25387,285.38,47
Product_25388,92.35,323
Product_25389,735.11,301
Product_25390,411.87,209
Product_25391,240.8,288
Product_25392,610.57,287
Product_25393,11.11,165
Product_25394,107.07,153
Product_25395,351.99,328
Product_25396,390.08,9
Product_25397,713.17,150
Product_25398,669.82,452
Product_25399,428.65,265
Product_25400,837.47,85
Product_25401,193.19,449
Product_25402,96.62,341
Product_25403,907.31,300
Product_25404,254.75,472
Product_25405,171.67,106
Product_25406,341.53,350
Product_25407,237.89,257
Product_25408,666.53,434
Product_25409,239.35,404
Product_25410,976.2,448
Product_25411,115.86,414
Product_25412,43.0,156
Product_25413,885.69,446
Product_25414,891.38,399
Product_25415,696.02,1
Product_25416,138.31,344
Product_25417,68.27,29
Product_25418,751.71,81
Product_25419,879.5,29
Product_25420,552.06,112
Product_25421,806.73,64
Product_25422,198.86,115
Product_25423,668.28,425
Product_25424,448.59,254
Product_25425,376.34,32
Product_25426,99.65,395
Product_25427,430.51,369
Product_25428,255.32,126
Product_25429,732.66,194
Product_25430,388.42,37
Product_25431,38.83,108
Product_25432,933.29,154
Product_25433,675.62,387
Product_25434,810.03,68
Product_25435,894.39,110
Product_25436,198.99,27
Product_25437,401.15,68
Product_25438,162.41,285
Product_25439,128.08,287
Product_25440,907.69,295
Product_25441,615.59,154
Product_25442,58.79,294
Product_25443,248.53,186
Product_25444,180.46,490
Product_25445,612.86,357
Product_25446,365.75,363
Product_25447,366.05,186
Product_25448,998.57,230
Product_25449,409.32,191
Product_25450,213.47,257
Product_25451,945.29,98
Product_25452,679.71,281
Product_25453,102.58,353
Product_25454,755.04,96
Product_25455,575.6,416
Product_25456,737.58,426
Product_25457,788.16,460
Product_25458,419.61,137
Product_25459,545.43,181
Product_25460,46.05,122
Product_25461,423.11,137
Product_25462,728.86,103
Product_25463,479.83,196
Product_25464,290.45,224
Product_25465,970.8,476
Product_25466,105.62,15
Product_25467,101.71,160
Product_25468,44.39,292
Product_25469,242.35,104
Product_25470,105.89,227
Product_25471,995.22,290
Product_25472,180.59,412
Product_25473,514.58,257
Product_25474,877.0,30
Product_25475,206.1,213
Product_25476,880.76,78
Product_25477,736.81,88
Product_25478,188.16,487
Product_25479,200.56,100
Product_25480,587.42,333
Product_25481,485.03,370
Product_25482,780.98,80
Product_25483,402.44,381
Product_25484,174.79,260
Product_25485,81.82,249
Product_25486,874.22,274
Product_25487,652.9,182
Product_25488,945.42,112
Product_25489,177.45,390
Product_25490,832.04,338
Product_25491,401.49,309
Product_25492,294.08,417
Product_25493,677.39,488
Product_25494,567.18,291
Product_25495,972.1,376
Product_25496,985.75,187
Product_25497,339.98,455
Product_25498,688.63,309
Product_25499,767.84,474
Product_25500,393.11,471
Product_25501,514.23,187
Product_25502,302.56,106
Product_25503,920.86,339
Product_25504,868.73,108
Product_25505,502.43,448
Product_25506,894.74,270
Product_25507,956.97,396
Product_25508,187.92,378
Product_25509,277.56,442
Product_25510,478.01,147
Product_25511,495.22,227
Product_25512,768.43,13
Product_25513,100.55,315
Product_25514,428.88,100
Product_25515,856.32,175
Product_25516,257.24,491
Product_25517,557.26,182
Product_25518,636.98,443
Product_25519,633.59,189
Product_25520,273.35,91
Product_25521,62.94,488
Product_25522,636.49,307
Product_25523,67.15,197
Product_25524,442.98,86
Product_25525,946.02,461
Product_25526,276.12,77
Product_25527,533.39,360
Product_25528,200.72,310
Product_25529,660.79,487
Product_25530,991.08,92
Product_25531,935.89,475
Product_25532,768.08,420
Product_25533,282.44,161
Product_25534,770.29,98
Product_25535,655.6,405
Product_25536,215.77,464
Product_25537,330.65,381
Product_25538,390.7,67
Product_25539,159.84,305
Product_25540,882.52,362
Product_25541,628.92,499
Product_25542,576.78,85
Product_25543,631.86,494
Product_25544,127.32,193
Product_25545,584.72,221
Product_25546,341.68,310
Product_25547,310.51,444
Product_25548,241.02,198
Product_25549,882.89,427
Product_25550,959.93,38
Product_25551,439.69,5
Product_25552,177.36,160
Product_25553,685.43,241
Product_25554,538.08,27
Product_25555,621.51,343
Product_25556,650.01,339
Product_25557,362.99,443
Product_25558,104.0,64
Product_25559,740.58,266
Product_25560,360.21,91
Product_25561,98.0,109
Product_25562,903.04,312
Product_25563,545.47,424
Product_25564,562.06,417
Product_25565,457.22,60
Product_25566,150.27,311
Product_25567,750.68,21
Product_25568,429.56,195
Product_25569,270.33,441
Product_25570,397.82,134
Product_25571,983.16,398
Product_25572,813.09,5
Product_25573,675.35,432
Product_25574,433.01,473
Product_25575,997.54,272
Product_25576,753.44,30
Product_25577,397.98,332
Product_25578,295.53,409
Product_25579,707.63,360
Product_25580,112.01,239
Product_25581,622.01,312
Product_25582,290.82,336
Product_25583,635.76,114
Product_25584,645.64,163
Product_25585,865.1,183
Product_25586,62.75,385
Product_25587,51.19,87
Product_25588,863.1,261
Product_25589,583.54,326
Product_25590,570.92,356
Product_25591,146.46,109
Product_25592,699.27,121
Product_25593,839.51,123
Product_25594,80.83,213
Product_25595,42.82,155
Product_25596,597.97,402
Product_25597,862.6,208
Product_25598,163.54,403
Product_25599,923.84,213
Product_25600,684.91,71
Product_25601,499.03,157
Product_25602,960.0,284
Product_25603,908.06,53
Product_25604,938.52,142
Product_25605,347.56,496
Product_25606,788.53,190
Product_25607,713.49,483
Product_25608,136.82,469
Product_25609,91.49,245
Product_25610,744.45,59
Product_25611,705.61,316
Product_25612,882.72,180
Product_25613,144.24,91
Product_25614,474.44,406
Product_25615,687.55,194
Product_25616,911.71,34
Product_25617,352.12,227
Product_25618,224.69,236
Product_25619,327.43,448
Product_25620,313.22,111
Product_25621,466.86,57
Product_25622,925.74,178
Product_25623,200.84,360
Product_25624,486.84,176
Product_25625,274.94,58
Product_25626,262.68,198
Product_25627,904.39,349
Product_25628,811.58,488
Product_25629,107.79,289
Product_25630,420.28,416
Product_25631,52.36,478
Product_25632,26.88,433
Product_25633,348.74,121
Product_25634,90.6,211
Product_25635,569.97,483
Product_25636,613.69,31
Product_25637,20.0,82
Product_25638,108.01,42
Product_25639,560.08,325
Product_25640,629.03,336
Product_25641,66.35,75
Product_25642,290.6,54
Product_25643,333.58,378
Product_25644,919.74,75
Product_25645,929.64,48
Product_25646,633.14,28
Product_25647,581.14,336
Product_25648,297.99,482
Product_25649,880.77,493
Product_25650,410.19,177
Product_25651,279.69,306
Product_25652,172.9,195
Product_25653,967.17,247
Product_25654,355.62,490
Product_25655,292.54,267
Product_25656,629.47,6
Product_25657,349.72,477
Product_25658,164.84,25
Product_25659,959.19,426
Product_25660,71.34,474
Product_25661,157.2,87
Product_25662,142.13,428
Product_25663,73.37,73
Product_25664,59.66,376
Product_25665,376.1,456
Product_25666,839.0,479
Product_25667,337.78,124
Product_25668,53.88,44
Product_25669,441.59,102
Product_25670,930.82,303
Product_25671,165.84,152
Product_25672,526.94,110
Product_25673,151.21,192
Product_25674,84.94,406
Product_25675,536.15,204
Product_25676,472.32,234
Product_25677,873.37,176
Product_25678,417.2,265
Product_25679,197.43,238
Product_25680,970.8,269
Product_25681,33.85,146
Product_25682,719.81,224
Product_25683,883.52,417
Product_25684,209.63,140
Product_25685,459.23,301
Product_25686,851.05,428
Product_25687,844.42,474
Product_25688,849.8,305
Product_25689,44.07,77
Product_25690,850.95,429
Product_25691,337.69,25
Product_25692,231.7,44
Product_25693,238.67,22
Product_25694,150.12,348
Product_25695,511.21,202
Product_25696,30.52,383
Product_25697,524.46,111
Product_25698,613.84,461
Product_25699,78.96,262
Product_25700,667.45,14
Product_25701,70.03,57
Product_25702,931.99,290
Product_25703,480.9,165
Product_25704,110.25,373
Product_25705,134.27,105
Product_25706,658.51,53
Product_25707,784.25,288
Product_25708,338.15,64
Product_25709,109.05,76
Product_25710,715.65,263
Product_25711,378.15,159
Product_25712,56.62,212
Product_25713,460.64,252
Product_25714,950.9,302
Product_25715,582.9,290
Product_25716,198.34,4
Product_25717,402.74,137
Product_25718,484.42,425
Product_25719,426.74,30
Product_25720,925.05,462
Product_25721,481.34,413
Product_25722,733.39,254
Product_25723,324.97,290
Product_25724,698.96,198
Product_25725,566.52,30
Product_25726,308.14,89
Product_25727,44.81,391
Product_25728,675.12,258
Product_25729,420.44,256
Product_25730,996.27,13
Product_25731,180.6,291
Product_25732,606.39,107
Product_25733,109.03,352
Product_25734,820.47,172
Product_25735,972.9,367
Product_25736,797.64,470
Product_25737,927.32,222
Product_25738,960.44,485
Product_25739,998.05,266
Product_25740,557.61,42
Product_25741,339.8,95
Product_25742,791.21,498
Product_25743,36.47,70
Product_25744,228.26,5
Product_25745,112.96,427
Product_25746,85.94,495
Product_25747,255.82,457
Product_25748,405.79,23
Product_25749,720.9,379
Product_25750,721.45,490
Product_25751,812.05,473
Product_25752,581.67,454
Product_25753,601.3,124
Product_25754,261.94,263
Product_25755,771.57,379
Product_25756,367.83,351
Product_25757,865.09,401
Product_25758,296.69,262
Product_25759,95.67,401
Product_25760,747.71,125
Product_25761,334.06,141
Product_25762,744.33,8
Product_25763,883.26,120
Product_25764,205.59,160
Product_25765,364.46,372
Product_25766,139.19,428
Product_25767,951.58,448
Product_25768,18.14,452
Product_25769,123.16,143
Product_25770,762.2,162
Product_25771,608.71,191
Product_25772,684.41,324
Product_25773,842.2,457
Product_25774,19.46,123
Product_25775,695.21,369
Product_25776,601.43,14
Product_25777,396.64,288
Product_25778,584.74,244
Product_25779,847.31,317
Product_25780,159.73,383
Product_25781,555.61,466
Product_25782,667.35,446
Product_25783,372.11,213
Product_25784,160.4,449
Product_25785,377.58,301
Product_25786,921.96,32
Product_25787,450.91,164
Product_25788,863.51,128
Product_25789,452.05,249
Product_25790,515.32,319
Product_25791,385.83,409
Product_25792,844.29,77
Product_25793,941.73,377
Product_25794,234.28,44
Product_25795,330.84,167
Product_25796,266.66,368
Product_25797,463.16,191
Product_25798,282.38,197
Product_25799,207.34,236
Product_25800,154.16,296
Product_25801,583.61,467
Product_25802,259.29,250
Product_25803,392.49,421
Product_25804,799.16,144
Product_25805,351.27,405
Product_25806,772.72,262
Product_25807,20.45,327
Product_25808,112.76,235
Product_25809,834.33,327
Product_25810,335.59,215
Product_25811,784.64,59
Product_25812,670.49,280
Product_25813,232.77,27
Product_25814,959.55,180
Product_25815,393.79,336
Product_25816,779.42,23
Product_25817,569.34,105
Product_25818,866.09,235
Product_25819,220.77,115
Product_25820,960.69,468
Product_25821,390.53,249
Product_25822,922.04,434
Product_25823,949.35,261
Product_25824,370.73,398
Product_25825,252.01,89
Product_25826,555.74,215
Product_25827,768.81,394
Product_25828,109.85,497
Product_25829,813.99,316
Product_25830,556.06,382
Product_25831,344.78,296
Product_25832,758.31,405
Product_25833,918.03,477
Product_25834,530.83,71
Product_25835,392.93,108
Product_25836,634.44,118
Product_25837,920.87,55
Product_25838,15.06,421
Product_25839,133.59,286
Product_25840,982.71,415
Product_25841,680.53,398
Product_25842,915.87,248
Product_25843,681.0,98
Product_25844,22.36,25
Product_25845,338.56,434
Product_25846,513.39,130
Product_25847,175.95,333
Product_25848,561.0,114
Product_25849,795.45,162
Product_25850,889.28,428
Product_25851,510.46,214
Product_25852,607.32,266
Product_25853,416.01,140
Product_25854,119.23,34
Product_25855,137.91,89
Product_25856,486.28,429
Product_25857,629.88,365
Product_25858,897.09,219
Product_25859,28.38,246
Product_25860,282.18,126
Product_25861,714.08,242
Product_25862,488.99,320
Product_25863,363.43,459
Product_25864,874.81,283
Product_25865,753.62,212
Product_25866,509.43,193
Product_25867,311.79,463
Product_25868,952.36,45
Product_25869,189.16,20
Product_25870,57.67,253
Product_25871,860.9,13
Product_25872,570.28,5
Product_25873,755.63,62
Product_25874,298.41,201
Product_25875,555.72,485
Product_25876,164.34,234
Product_25877,758.72,198
Product_25878,308.92,492
Product_25879,661.73,7
Product_25880,700.68,250
Product_25881,481.5,148
Product_25882,146.87,195
Product_25883,160.39,456
Product_25884,501.96,374
Product_25885,835.41,371
Product_25886,361.92,291
Product_25887,829.29,214
Product_25888,462.82,192
Product_25889,202.74,449
Product_25890,930.84,401
Product_25891,368.78,475
Product_25892,714.01,259
Product_25893,457.44,331
Product_25894,500.2,423
Product_25895,914.46,244
Product_25896,132.61,218
Product_25897,150.97,109
Product_25898,785.9,363
Product_25899,347.57,470
Product_25900,207.28,414
Product_25901,110.96,192
Product_25902,126.82,475
Product_25903,312.61,419
Product_25904,440.89,260
Product_25905,299.54,233
Product_25906,828.8,81
Product_25907,911.63,267
Product_25908,166.96,85
Product_25909,51.38,79
Product_25910,516.73,205
Product_25911,210.04,166
Product_25912,128.88,62
Product_25913,723.28,294
Product_25914,712.72,391
Product_25915,581.24,226
Product_25916,674.29,181
Product_25917,951.33,272
Product_25918,634.58,438
Product_25919,268.13,424
Product_25920,174.49,216
Product_25921,809.01,354
Product_25922,215.4,396
Product_25923,868.99,367
Product_25924,347.95,169
Product_25925,490.08,54
Product_25926,523.95,477
Product_25927,842.49,152
Product_25928,225.94,450
Product_25929,867.34,22
Product_25930,185.64,193
Product_25931,521.44,8
Product_25932,787.79,281
Product_25933,473.91,444
Product_25934,799.79,28
Product_25935,640.4,42
Product_25936,161.08,423
Product_25937,456.32,37
Product_25938,748.75,462
Product_25939,947.55,83
Product_25940,84.86,318
Product_25941,740.39,473
Product_25942,442.37,465
Product_25943,373.48,53
Product_25944,836.06,239
Product_25945,871.63,400
Product_25946,187.24,270
Product_25947,645.13,303
Product_25948,741.45,275
Product_25949,472.69,160
Product_25950,103.61,378
Product_25951,332.51,253
Product_25952,443.52,391
Product_25953,767.97,233
Product_25954,951.17,140
Product_25955,147.59,52
Product_25956,914.4,313
Product_25957,264.83,185
Product_25958,178.94,235
Product_25959,94.55,22
Product_25960,122.12,227
Product_25961,240.34,419
Product_25962,384.06,394
Product_25963,370.3,130
Product_25964,514.29,143
Product_25965,465.52,399
Product_25966,467.61,389
Product_25967,144.12,349
Product_25968,287.9,213
Product_25969,528.29,249
Product_25970,352.82,75
Product_25971,300.98,19
Product_25972,362.33,400
Product_25973,795.86,400
Product_25974,812.56,359
Product_25975,435.13,263
Product_25976,331.64,438
Product_25977,662.24,104
Product_25978,640.81,59
Product_25979,570.03,243
Product_25980,312.09,201
Product_25981,114.9,75
Product_25982,245.65,277
Product_25983,336.45,419
Product_25984,53.18,363
Product_25985,342.42,158
Product_25986,150.37,73
Product_25987,705.13,214
Product_25988,538.75,160
Product_25989,704.2,490
Product_25990,817.03,128
Product_25991,48.83,183
Product_25992,239.66,370
Product_25993,381.11,494
Product_25994,381.46,107
Product_25995,64.65,317
Product_25996,630.2,184
Product_25997,583.47,300
Product_25998,188.31,8
Product_25999,669.65,123
Product_26000,362.86,356
Product_26001,433.03,190
Product_26002,319.12,476
Product_26003,873.25,449
Product_26004,656.48,430
Product_26005,858.17,44
Product_26006,553.7,275
Product_26007,989.91,24
Product_26008,109.99,446
Product_26009,946.24,259
Product_26010,234.45,294
Product_26011,914.4,428
Product_26012,794.07,338
Product_26013,739.12,469
Product_26014,109.68,418
Product_26015,706.79,451
Product_26016,398.17,334
Product_26017,650.68,229
Product_26018,355.06,176
Product_26019,901.57,136
Product_26020,675.36,99
Product_26021,95.07,129
Product_26022,88.49,423
Product_26023,225.44,58
Product_26024,961.26,476
Product_26025,393.05,425
Product_26026,615.25,383
Product_26027,189.08,258
Product_26028,450.1,401
Product_26029,64.67,103
Product_26030,753.33,307
Product_26031,209.42,218
Product_26032,193.86,14
Product_26033,979.96,136
Product_26034,546.66,392
Product_26035,27.99,443
Product_26036,826.26,102
Product_26037,193.2,343
Product_26038,768.05,470
Product_26039,712.87,301
Product_26040,306.74,239
Product_26041,196.37,279
Product_26042,465.46,377
Product_26043,121.7,7
Product_26044,229.38,162
Product_26045,87.17,73
Product_26046,739.51,123
Product_26047,732.53,420
Product_26048,776.82,497
Product_26049,832.96,270
Product_26050,598.93,211
Product_26051,131.31,321
Product_26052,326.52,37
Product_26053,22.94,423
Product_26054,406.76,455
Product_26055,839.85,309
Product_26056,564.46,228
Product_26057,700.51,448
Product_26058,142.12,366
Product_26059,992.3,246
Product_26060,177.15,13
Product_26061,979.93,443
Product_26062,253.54,154
Product_26063,446.04,416
Product_26064,249.37,163
Product_26065,993.03,113
Product_26066,62.36,405
Product_26067,910.9,73
Product_26068,62.21,454
Product_26069,816.83,169
Product_26070,912.52,180
Product_26071,213.52,437
Product_26072,25.69,356
Product_26073,834.55,356
Product_26074,674.05,497
Product_26075,258.44,410
Product_26076,483.65,237
Product_26077,665.67,208
Product_26078,836.7,179
Product_26079,739.51,200
Product_26080,911.84,215
Product_26081,402.39,139
Product_26082,11.29,28
Product_26083,557.27,358
Product_26084,887.73,436
Product_26085,89.06,283
Product_26086,932.49,202
Product_26087,861.65,125
Product_26088,603.08,114
Product_26089,394.98,111
Product_26090,829.34,144
Product_26091,425.38,294
Product_26092,389.91,407
Product_26093,345.23,15
Product_26094,858.8,174
Product_26095,127.16,480
Product_26096,749.95,241
Product_26097,684.88,54
Product_26098,150.77,27
Product_26099,372.08,201
Product_26100,185.58,163
Product_26101,55.48,141
Product_26102,946.68,263
Product_26103,64.04,251
Product_26104,920.72,483
Product_26105,428.8,470
Product_26106,316.72,401
Product_26107,186.72,22
Product_26108,369.27,470
Product_26109,400.16,206
Product_26110,703.54,395
Product_26111,55.51,330
Product_26112,342.6,65
Product_26113,242.67,235
Product_26114,104.55,484
Product_26115,716.09,441
Product_26116,547.0,254
Product_26117,728.15,430
Product_26118,123.06,475
Product_26119,528.62,209
Product_26120,735.29,105
Product_26121,529.33,405
Product_26122,879.53,309
Product_26123,589.42,6
Product_26124,470.18,2
Product_26125,823.93,231
Product_26126,302.05,103
Product_26127,761.35,209
Product_26128,990.36,416
Product_26129,75.11,375
Product_26130,427.12,226
Product_26131,683.63,69
Product_26132,572.78,163
Product_26133,694.11,463
Product_26134,500.89,170
Product_26135,325.18,24
Product_26136,600.6,157
Product_26137,628.37,325
Product_26138,839.43,244
Product_26139,495.38,324
Product_26140,22.78,387
Product_26141,490.96,455
Product_26142,30.49,331
Product_26143,429.62,27
Product_26144,543.6,465
Product_26145,588.06,336
Product_26146,114.6,169
Product_26147,409.49,162
Product_26148,554.86,48
Product_26149,995.87,257
Product_26150,120.69,3
Product_26151,886.31,159
Product_26152,704.39,498
Product_26153,373.66,485
Product_26154,948.55,89
Product_26155,435.88,176
Product_26156,162.4,440
Product_26157,780.43,130
Product_26158,452.57,72
Product_26159,110.5,131
Product_26160,391.71,36
Product_26161,796.72,8
Product_26162,205.64,199
Product_26163,220.84,214
Product_26164,681.01,251
Product_26165,891.07,204
Product_26166,703.17,396
Product_26167,559.67,441
Product_26168,266.77,343
Product_26169,509.31,343
Product_26170,237.01,333
Product_26171,134.25,496
Product_26172,162.45,338
Product_26173,581.76,34
Product_26174,146.44,490
Product_26175,161.46,459
Product_26176,997.8,408
Product_26177,402.55,345
Product_26178,212.14,466
Product_26179,470.37,363
Product_26180,841.0,437
Product_26181,589.89,415
Product_26182,361.25,74
Product_26183,31.01,57
Product_26184,296.49,177
Product_26185,120.05,31
Product_26186,991.96,7
Product_26187,336.83,412
Product_26188,934.53,39
Product_26189,601.97,417
Product_26190,929.37,24
Product_26191,416.09,185
Product_26192,651.53,217
Product_26193,141.98,73
Product_26194,949.52,142
Product_26195,20.01,197
Product_26196,401.48,278
Product_26197,414.99,88
Product_26198,622.09,119
Product_26199,676.01,152
Product_26200,808.71,315
Product_26201,905.55,325
Product_26202,549.86,163
Product_26203,737.89,119
Product_26204,721.34,484
Product_26205,658.7,27
Product_26206,446.05,224
Product_26207,881.92,480
Product_26208,299.34,69
Product_26209,102.28,462
Product_26210,763.18,474
Product_26211,957.88,103
Product_26212,242.61,474
Product_26213,547.03,195
Product_26214,600.81,366
Product_26215,734.85,422
Product_26216,744.13,19
Product_26217,688.15,375
Product_26218,692.33,96
Product_26219,526.67,202
Product_26220,499.12,221
Product_26221,650.92,448
Product_26222,428.58,375
Product_26223,833.07,467
Product_26224,598.52,267
Product_26225,838.31,353
Product_26226,331.24,406
Product_26227,137.92,150
Product_26228,116.42,450
Product_26229,885.28,200
Product_26230,358.2,475
Product_26231,840.28,21
Product_26232,397.25,261
Product_26233,366.34,290
Product_26234,331.02,150
Product_26235,322.56,341
Product_26236,851.92,45
Product_26237,661.55,161
Product_26238,607.55,85
Product_26239,869.05,304
Product_26240,581.28,38
Product_26241,134.33,325
Product_26242,836.29,80
Product_26243,478.34,114
Product_26244,443.6,10
Product_26245,174.93,388
Product_26246,545.71,382
Product_26247,491.43,113
Product_26248,247.5,342
Product_26249,61.1,478
Product_26250,494.33,289
Product_26251,910.33,438
Product_26252,539.17,171
Product_26253,241.85,137
Product_26254,659.7,431
Product_26255,825.19,153
Product_26256,614.25,126
Product_26257,936.68,376
Product_26258,462.76,410
Product_26259,137.6,468
Product_26260,771.97,449
Product_26261,57.04,290
Product_26262,517.8,378
Product_26263,672.7,493
Product_26264,406.59,237
Product_26265,23.17,470
Product_26266,108.38,263
Product_26267,331.73,498
Product_26268,212.19,139
Product_26269,232.01,200
Product_26270,563.72,132
Product_26271,320.44,242
Product_26272,817.81,253
Product_26273,776.79,75
Product_26274,181.94,20
Product_26275,405.78,71
Product_26276,937.83,495
Product_26277,14.33,461
Product_26278,190.66,100
Product_26279,266.4,45
Product_26280,906.47,267
Product_26281,931.82,384
Product_26282,163.26,92
Product_26283,864.01,34
Product_26284,65.76,93
Product_26285,279.07,227
Product_26286,748.71,70
Product_26287,307.06,150
Product_26288,633.35,102
Product_26289,858.32,63
Product_26290,508.98,410
Product_26291,983.72,308
Product_26292,580.73,335
Product_26293,943.62,310
Product_26294,84.83,49
Product_26295,949.13,499
Product_26296,380.01,101
Product_26297,388.86,142
Product_26298,290.31,362
Product_26299,93.1,11
Product_26300,43.48,123
Product_26301,676.66,94
Product_26302,130.3,370
Product_26303,457.07,72
Product_26304,423.04,432
Product_26305,505.45,4
Product_26306,865.86,221
Product_26307,682.96,129
Product_26308,708.17,450
Product_26309,430.79,330
Product_26310,926.24,57
Product_26311,701.67,245
Product_26312,291.86,271
Product_26313,863.84,288
Product_26314,657.34,420
Product_26315,845.37,143
Product_26316,193.24,129
Product_26317,487.0,446
Product_26318,602.19,308
Product_26319,595.19,44
Product_26320,397.37,383
Product_26321,389.0,7
Product_26322,989.55,184
Product_26323,273.28,191
Product_26324,599.92,391
Product_26325,10.96,256
Product_26326,131.3,408
Product_26327,341.02,298
Product_26328,303.7,500
Product_26329,342.25,221
Product_26330,636.03,472
Product_26331,731.54,91
Product_26332,795.64,485
Product_26333,94.42,295
Product_26334,611.17,247
Product_26335,874.45,309
Product_26336,897.34,464
Product_26337,647.61,97
Product_26338,498.82,129
Product_26339,353.74,42
Product_26340,560.91,314
Product_26341,606.05,168
Product_26342,402.61,259
Product_26343,554.86,248
Product_26344,871.51,500
Product_26345,953.93,316
Product_26346,51.1,351
Product_26347,888.92,169
Product_26348,269.19,101
Product_26349,44.07,435
Product_26350,105.76,409
Product_26351,155.05,438
Product_26352,33.85,102
Product_26353,599.69,447
Product_26354,284.08,250
Product_26355,585.66,365
Product_26356,708.77,170
Product_26357,144.09,467
Product_26358,653.76,217
Product_26359,512.79,315
Product_26360,880.44,48
Product_26361,128.6,481
Product_26362,933.33,83
Product_26363,810.84,284
Product_26364,418.03,331
Product_26365,952.92,173
Product_26366,269.08,328
Product_26367,658.62,384
Product_26368,507.94,84
Product_26369,774.48,313
Product_26370,131.14,487
Product_26371,597.7,470
Product_26372,504.51,465
Product_26373,703.37,174
Product_26374,432.26,79
Product_26375,31.71,411
Product_26376,907.36,210
Product_26377,746.21,113
Product_26378,236.93,338
Product_26379,983.5,414
Product_26380,202.16,284
Product_26381,461.78,456
Product_26382,101.14,451
Product_26383,202.83,206
Product_26384,599.77,121
Product_26385,60.25,301
Product_26386,800.49,101
Product_26387,253.05,289
